"job_id","job_title","job_country","job_schedule_type","salary_year_avg","company_name","skills"
514485,"Health Data Lead Analyst - Fully Remote","United States","Full-time","90000.0","Constant Associates","excel"
1228142,"Data Analyst","United States","Full-time","90000.0","Grant Leading Technology, LLC","html"
116825,"Data Analyst","United States","Full-time","90000.0","hackajob","java"
1228142,"Data Analyst","United States","Full-time","90000.0","Grant Leading Technology, LLC","java"
1228142,"Data Analyst","United States","Full-time","90000.0","Grant Leading Technology, LLC","javascript"
1729407,"Data Analyst","United States","Full-time","90000.0","General Dynamics Information Technology","javascript"
1729407,"Data Analyst","United States","Full-time","90000.0","General Dynamics Information Technology","jira"
714930,"Data Analyst","United States","Full-time","90000.0","Motion Recruitment","looker"
613034,"Credit Data Analyst","United States","Full-time","90000.0","Get It Recruit - Finance","looker"
116825,"Data Analyst","United States","Full-time","90000.0","hackajob","matlab"
293077,"Data Analyst","United States","Full-time","90000.0","Get It Recruit - Administrative","microsoft teams"
1560173,"100% REMOTE Data Analyst","United States","Full-time","90000.0","CyberCoders","numpy"
1228142,"Data Analyst","United States","Full-time","90000.0","Grant Leading Technology, LLC","oracle"
914174,"Data Analyst, Supply Chain (Remote)","United States","Full-time","90000.0","Home Depot / THD","oracle"
1647550,"Data Analyst","United States","Full-time","90000.0","Get It Recruit - Finance","oracle"
1152523,"Real Estate Transaction Data Analyst","United States","Full-time","90000.0","Get It Recruit - Real Estate","outlook"
1560173,"100% REMOTE Data Analyst","United States","Full-time","90000.0","CyberCoders","pandas"
811436,"Strategic Data Analyst","United States","Full-time","90000.0","Get It Recruit - Finance","planner"
1560173,"100% REMOTE Data Analyst","United States","Full-time","90000.0","CyberCoders","plotly"
